match_id,season,date,venue_id,team1_id,team2_id,toss_winner_id,toss_decision,first_innings_score,first_innings_wickets,match_stage
IPL2024_MAT_21,2024,7/4/2024,IPL_VEN_08,IPL_T20_LSG,IPL_T20_GT,IPL_T20_LSG,Bat,163,5,League
IPL2024_MAT_22,2024,8/4/2024,IPL_VEN_14,IPL_T20_KKR,IPL_T20_CSK,IPL_T20_CSK,Field,137,9,League
IPL2024_MAT_23,2024,9/4/2024,IPL_VEN_15,IPL_T20_SRH,IPL_T20_PBKS,IPL_T20_PBKS,Field,182,9,League
IPL2024_MAT_24,2024,10/4/2024,IPL_VEN_21,IPL_T20_RR,IPL_T20_GT,IPL_T20_GT,Field,196,3,League
IPL2024_MAT_25,2024,11/4/2024,IPL_VEN_25,IPL_T20_RCB,IPL_T20_MI,IPL_T20_MI,Field,196,8,League
IPL2024_MAT_26,2024,12/4/2024,IPL_VEN_08,IPL_T20_LSG,IPL_T20_DC,IPL_T20_LSG,Bat,167,7,League
IPL2024_MAT_27,2024,13-04-2024,IPL_VEN_15,IPL_T20_PBKS,IPL_T20_RR,IPL_T20_RR,Field,147,8,League
IPL2024_MAT_28,2024,14-04-2024,IPL_VEN_07,IPL_T20_LSG,IPL_T20_KKR,IPL_T20_KKR,Field,161,7,League
IPL2024_MAT_29,2024,14-04-2024,IPL_VEN_25,IPL_T20_CSK,IPL_T20_MI,IPL_T20_MI,Field,206,4,League
IPL2024_MAT_30,2024,15-04-2024,IPL_VEN_13,IPL_T20_SRH,IPL_T20_RCB,IPL_T20_RCB,Field,287,3,League
IPL2024_MAT_31,2024,16-04-2024,IPL_VEN_07,IPL_T20_KKR,IPL_T20_RR,IPL_T20_RR,Field,223,6,League
IPL2024_MAT_32,2024,17-04-2024,IPL_VEN_17,IPL_T20_GT,IPL_T20_DC,IPL_T20_DC,Field,89,10,League
IPL2024_MAT_33,2024,18-04-2024,IPL_VEN_15,IPL_T20_MI,IPL_T20_PBKS,IPL_T20_PBKS,Field,192,7,League
IPL2024_MAT_34,2024,19-04-2024,IPL_VEN_08,IPL_T20_CSK,IPL_T20_LSG,IPL_T20_LSG,Field,176,6,League
IPL2024_MAT_35,2024,20-04-2024,IPL_VEN_02,IPL_T20_SRH,IPL_T20_DC,IPL_T20_DC,Field,266,7,League
IPL2024_MAT_36,2024,21-04-2024,IPL_VEN_07,IPL_T20_KKR,IPL_T20_RCB,IPL_T20_RCB,Field,222,6,League
IPL2024_MAT_37,2024,21-04-2024,IPL_VEN_15,IPL_T20_PBKS,IPL_T20_GT,IPL_T20_PBKS,Bat,142,10,League
IPL2024_MAT_38,2024,22-04-2024,IPL_VEN_21,IPL_T20_MI,IPL_T20_RR,IPL_T20_MI,Bat,179,9,League
IPL2024_MAT_39,2024,23-04-2024,IPL_VEN_14,IPL_T20_CSK,IPL_T20_LSG,IPL_T20_LSG,Field,210,4,League
IPL2024_MAT_40,2024,24-04-2024,IPL_VEN_02,IPL_T20_DC,IPL_T20_GT,IPL_T20_GT,Field,224,4,League
IPL2024_MAT_41,2024,25-04-2024,IPL_VEN_19,IPL_T20_RCB,IPL_T20_SRH,IPL_T20_RCB,Bat,206,7,League
IPL2024_MAT_42,2024,26-04-2024,IPL_VEN_07,IPL_T20_KKR,IPL_T20_PBKS,IPL_T20_PBKS,Field,261,6,League
IPL2024_MAT_43,2024,27-04-2024,IPL_VEN_02,IPL_T20_DC,IPL_T20_MI,IPL_T20_MI,Field,257,4,League
IPL2024_MAT_44,2024,27-04-2024,IPL_VEN_08,IPL_T20_LSG,IPL_T20_RR,IPL_T20_RR,Field,196,5,League
IPL2024_MAT_45,2024,28-04-2024,IPL_VEN_17,IPL_T20_GT,IPL_T20_RCB,IPL_T20_RCB,Field,200,3,League
IPL2024_MAT_46,2024,28-04-2024,IPL_VEN_14,IPL_T20_CSK,IPL_T20_SRH,IPL_T20_SRH,Field,212,3,League
IPL2024_MAT_47,2024,29-04-2024,IPL_VEN_07,IPL_T20_DC,IPL_T20_KKR,IPL_T20_DC,Bat,153,9,League
IPL2024_MAT_48,2024,30-04-2024,IPL_VEN_08,IPL_T20_MI,IPL_T20_LSG,IPL_T20_LSG,Field,144,7,League
IPL2024_MAT_49,2024,1/5/2024,IPL_VEN_14,IPL_T20_CSK,IPL_T20_PBKS,IPL_T20_PBKS,Field,162,7,League
IPL2024_MAT_50,2024,2/5/2024,IPL_VEN_19,IPL_T20_SRH,IPL_T20_RR,IPL_T20_SRH,Bat,201,3,League
IPL2024_MAT_51,2024,3/5/2024,IPL_VEN_25,IPL_T20_KKR,IPL_T20_MI,IPL_T20_MI,Field,169,10,League
IPL2024_MAT_52,2024,4/5/2024,IPL_VEN_13,IPL_T20_GT,IPL_T20_RCB,IPL_T20_RCB,Field,147,10,League
IPL2024_MAT_53,2024,5/5/2024,IPL_VEN_10,IPL_T20_CSK,IPL_T20_PBKS,IPL_T20_PBKS,Field,167,9,League
IPL2024_MAT_54,2024,5/5/2024,IPL_VEN_08,IPL_T20_KKR,IPL_T20_LSG,IPL_T20_LSG,Field,235,6,League
IPL2024_MAT_55,2024,6/5/2024,IPL_VEN_25,IPL_T20_SRH,IPL_T20_MI,IPL_T20_MI,Field,173,8,League
IPL2024_MAT_56,2024,7/5/2024,IPL_VEN_02,IPL_T20_DC,IPL_T20_RR,IPL_T20_RR,Field,221,8,League
IPL2024_MAT_57,2024,8/5/2024,IPL_VEN_19,IPL_T20_LSG,IPL_T20_SRH,IPL_T20_LSG,Bat,165,4,League
IPL2024_MAT_58,2024,9/5/2024,IPL_VEN_10,IPL_T20_RCB,IPL_T20_PBKS,IPL_T20_PBKS,Field,241,7,League
IPL2024_MAT_59,2024,10/5/2024,IPL_VEN_17,IPL_T20_GT,IPL_T20_CSK,IPL_T20_CSK,Field,231,3,League
IPL2024_MAT_60,2024,11/5/2024,IPL_VEN_07,IPL_T20_KKR,IPL_T20_MI,IPL_T20_MI,Field,157,7,League
IPL2024_MAT_61,2024,12/5/2024,IPL_VEN_14,IPL_T20_RR,IPL_T20_CSK,IPL_T20_RR,Bat,141,5,League
IPL2024_MAT_62,2024,12/5/2024,IPL_VEN_13,IPL_T20_RCB,IPL_T20_DC,IPL_T20_DC,Field,187,9,League
IPL2024_MAT_63,2024,14-05-2024,IPL_VEN_02,IPL_T20_DC,IPL_T20_LSG,IPL_T20_LSG,Field,208,4,League
IPL2024_MAT_64,2024,15-05-2024,IPL_VEN_03,IPL_T20_RR,IPL_T20_PBKS,IPL_T20_RR,Bat,144,9,League
IPL2024_MAT_65,2024,17-05-2024,IPL_VEN_25,IPL_T20_LSG,IPL_T20_MI,IPL_T20_MI,Field,214,6,League
IPL2024_MAT_66,2024,18-05-2024,IPL_VEN_13,IPL_T20_RCB,IPL_T20_CSK,IPL_T20_CSK,Field,218,5,League
IPL2024_MAT_67,2024,19-05-2024,IPL_VEN_19,IPL_T20_PBKS,IPL_T20_SRH,IPL_T20_PBKS,Bat,214,5,League
IPL2024_MAT_68,2024,21-05-2024,IPL_VEN_17,IPL_T20_SRH,IPL_T20_KKR,IPL_T20_SRH,Bat,159,10,Qualifier 1
IPL2024_MAT_69,2024,22-05-2024,IPL_VEN_17,IPL_T20_RCB,IPL_T20_RR,IPL_T20_RR,Field,172,8,Eliminator
IPL2024_MAT_70,2024,24-05-2024,IPL_VEN_14,IPL_T20_SRH,IPL_T20_RR,IPL_T20_RR,Field,175,9,Qualifier 2
IPL2024_MAT_71,2024,26-05-2024,IPL_VEN_14,IPL_T20_SRH,IPL_T20_KKR,IPL_T20_SRH,Bat,113,10,Final
IPL2025_MAT_01,2025,22-03-2025,IPL_VEN_07,IPL_T20_KKR,IPL_T20_RCB,IPL_T20_RCB,Field,174,8,League
IPL2025_MAT_02,2025,23-03-2025,IPL_VEN_19,IPL_T20_SRH,IPL_T20_RR,IPL_T20_RR,Field,286,6,League
IPL2025_MAT_03,2025,23-03-2025,IPL_VEN_14,IPL_T20_MI,IPL_T20_CSK,IPL_T20_CSK,Field,155,9,League
IPL2025_MAT_04,2025,24-03-2025,IPL_VEN_01,IPL_T20_LSG,IPL_T20_DC,IPL_T20_DC,Field,209,8,League
IPL2025_MAT_05,2025,25-03-2025,IPL_VEN_17,IPL_T20_PBKS,IPL_T20_GT,IPL_T20_GT,Field,243,5,League
IPL2025_MAT_06,2025,26-03-2025,IPL_VEN_03,IPL_T20_RR,IPL_T20_KKR,IPL_T20_KKR,Field,151,9,League
IPL2025_MAT_07,2025,27-03-2025,IPL_VEN_19,IPL_T20_SRH,IPL_T20_LSG,IPL_T20_LSG,Field,190,9,League
IPL2025_MAT_08,2025,28-03-2025,IPL_VEN_14,IPL_T20_RCB,IPL_T20_CSK,IPL_T20_CSK,Field,196,7,League
IPL2025_MAT_09,2025,29-03-2025,IPL_VEN_17,IPL_T20_GT,IPL_T20_MI,IPL_T20_MI,Field,196,8,League
IPL2025_MAT_10,2025,30-03-2025,IPL_VEN_01,IPL_T20_SRH,IPL_T20_DC,IPL_T20_SRH,Bat,163,10,League
IPL2025_MAT_11,2025,30-03-2025,IPL_VEN_03,IPL_T20_RR,IPL_T20_CSK,IPL_T20_CSK,Field,182,9,League
IPL2025_MAT_12,2025,31-03-2025,IPL_VEN_25,IPL_T20_KKR,IPL_T20_MI,IPL_T20_MI,Field,116,10,League
IPL2025_MAT_13,2025,1/4/2025,IPL_VEN_08,IPL_T20_LSG,IPL_T20_PBKS,IPL_T20_PBKS,Field,171,7,League
IPL2025_MAT_14,2025,2/4/2025,IPL_VEN_13,IPL_T20_RCB,IPL_T20_GT,IPL_T20_GT,Field,169,8,League
IPL2025_MAT_15,2025,3/4/2025,IPL_VEN_07,IPL_T20_KKR,IPL_T20_SRH,IPL_T20_SRH,Field,200,6,League
IPL2025_MAT_16,2025,4/4/2025,IPL_VEN_08,IPL_T20_LSG,IPL_T20_MI,IPL_T20_MI,Field,203,8,League
IPL2025_MAT_17,2025,5/4/2025,IPL_VEN_14,IPL_T20_DC,IPL_T20_CSK,IPL_T20_DC,Bat,183,6,League
IPL2025_MAT_18,2025,5/4/2025,IPL_VEN_15,IPL_T20_RR,IPL_T20_PBKS,IPL_T20_PBKS,Field,205,4,League
IPL2025_MAT_19,2025,6/4/2025,IPL_VEN_19,IPL_T20_SRH,IPL_T20_GT,IPL_T20_GT,Field,152,8,League
IPL2025_MAT_20,2025,7/4/2025,IPL_VEN_25,IPL_T20_RCB,IPL_T20_MI,IPL_T20_MI,Field,221,5,League
IPL2025_MAT_21,2025,8/4/2025,IPL_VEN_07,IPL_T20_LSG,IPL_T20_KKR,IPL_T20_KKR,Field,238,3,League
IPL2025_MAT_22,2025,8/4/2025,IPL_VEN_15,IPL_T20_PBKS,IPL_T20_CSK,IPL_T20_PBKS,Bat,219,6,League
IPL2025_MAT_23,2025,9/4/2025,IPL_VEN_17,IPL_T20_GT,IPL_T20_RR,IPL_T20_RR,Field,217,6,League
IPL2025_MAT_24,2025,10/4/2025,IPL_VEN_13,IPL_T20_RCB,IPL_T20_DC,IPL_T20_DC,Field,163,7,League
IPL2025_MAT_25,2025,11/4/2025,IPL_VEN_14,IPL_T20_CSK,IPL_T20_KKR,IPL_T20_KKR,Field,103,9,League
IPL2025_MAT_26,2025,12/4/2025,IPL_VEN_08,IPL_T20_GT,IPL_T20_LSG,IPL_T20_LSG,Field,180,6,League
IPL2025_MAT_27,2025,12/4/2025,IPL_VEN_19,IPL_T20_PBKS,IPL_T20_SRH,IPL_T20_PBKS,Bat,245,6,League
IPL2025_MAT_28,2025,13-04-2025,IPL_VEN_21,IPL_T20_RR,IPL_T20_RCB,IPL_T20_RCB,Field,173,4,League
IPL2025_MAT_29,2025,13-04-2025,IPL_VEN_02,IPL_T20_MI,IPL_T20_DC,IPL_T20_DC,Field,205,5,League
IPL2025_MAT_30,2025,14-04-2025,IPL_VEN_08,IPL_T20_LSG,IPL_T20_CSK,IPL_T20_CSK,Field,166,7,League
IPL2025_MAT_31,2025,15-04-2025,IPL_VEN_15,IPL_T20_PBKS,IPL_T20_KKR,IPL_T20_PBKS,Bat,111,10,League
IPL2025_MAT_32,2025,16-04-2025,IPL_VEN_02,IPL_T20_DC,IPL_T20_RR,IPL_T20_RR,Field,188,5,League
IPL2025_MAT_33,2025,17-04-2025,IPL_VEN_25,IPL_T20_SRH,IPL_T20_MI,IPL_T20_MI,Field,162,5,League
IPL2025_MAT_34,2025,18-04-2025,IPL_VEN_13,IPL_T20_RCB,IPL_T20_PBKS,IPL_T20_PBKS,Field,95,9,League
IPL2025_MAT_35,2025,19-04-2025,IPL_VEN_17,IPL_T20_DC,IPL_T20_GT,IPL_T20_GT,Field,203,8,League
IPL2025_MAT_36,2025,19-04-2025,IPL_VEN_21,IPL_T20_LSG,IPL_T20_RR,IPL_T20_LSG,Bat,180,5,League
IPL2025_MAT_37,2025,20-04-2025,IPL_VEN_15,IPL_T20_PBKS,IPL_T20_RCB,IPL_T20_RCB,Field,157,6,League
IPL2025_MAT_38,2025,20-04-2025,IPL_VEN_25,IPL_T20_CSK,IPL_T20_MI,IPL_T20_MI,Field,176,5,League
IPL2025_MAT_39,2025,21-04-2025,IPL_VEN_07,IPL_T20_GT,IPL_T20_KKR,IPL_T20_KKR,Field,198,3,League
IPL2025_MAT_40,2025,22-04-2025,IPL_VEN_08,IPL_T20_LSG,IPL_T20_DC,IPL_T20_DC,Field,159,6,League
IPL2025_MAT_41,2025,23-04-2025,IPL_VEN_19,IPL_T20_SRH,IPL_T20_MI,IPL_T20_MI,Field,143,8,League
IPL2025_MAT_42,2025,24-04-2025,IPL_VEN_13,IPL_T20_RCB,IPL_T20_RR,IPL_T20_RR,Field,205,5,League
IPL2025_MAT_43,2025,25-04-2025,IPL_VEN_14,IPL_T20_CSK,IPL_T20_SRH,IPL_T20_SRH,Field,154,10,League
IPL2025_MAT_44,2025,26-04-2025,IPL_VEN_07,IPL_T20_PBKS,IPL_T20_KKR,IPL_T20_PBKS,Bat,201,4,League
IPL2025_MAT_45,2025,27-04-2025,IPL_VEN_25,IPL_T20_MI,IPL_T20_LSG,IPL_T20_LSG,Field,215,7,League
IPL2025_MAT_46,2025,27-04-2025,IPL_VEN_02,IPL_T20_DC,IPL_T20_RCB,IPL_T20_RCB,Field,162,8,League
IPL2025_MAT_47,2025,28-04-2025,IPL_VEN_21,IPL_T20_GT,IPL_T20_RR,IPL_T20_RR,Field,209,4,League
IPL2025_MAT_48,2025,29-04-2025,IPL_VEN_02,IPL_T20_KKR,IPL_T20_DC,IPL_T20_DC,Field,204,9,League
IPL2025_MAT_49,2025,30-04-2025,IPL_VEN_14,IPL_T20_CSK,IPL_T20_PBKS,IPL_T20_PBKS,Field,190,10,League
IPL2025_MAT_50,2025,1/5/2025,IPL_VEN_21,IPL_T20_MI,IPL_T20_RR,IPL_T20_RR,Field,217,2,League
IPL2025_MAT_51,2025,2/5/2025,IPL_VEN_17,IPL_T20_GT,IPL_T20_SRH,IPL_T20_SRH,Field,224,6,League
IPL2025_MAT_52,2025,3/5/2025,IPL_VEN_13,IPL_T20_RCB,IPL_T20_CSK,IPL_T20_CSK,Field,213,5,League
IPL2025_MAT_53,2025,4/5/2025,IPL_VEN_07,IPL_T20_KKR,IPL_T20_RR,IPL_T20_KKR,Bat,206,4,League
IPL2025_MAT_54,2025,4/5/2025,IPL_VEN_10,IPL_T20_PBKS,IPL_T20_LSG,IPL_T20_LSG,Field,236,5,League
IPL2025_MAT_55,2025,5/5/2025,IPL_VEN_19,IPL_T20_DC,IPL_T20_SRH,IPL_T20_SRH,Field,133,7,League
IPL2025_MAT_56,2025,6/5/2025,IPL_VEN_25,IPL_T20_MI,IPL_T20_GT,IPL_T20_GT,Field,155,8,League
IPL2025_MAT_57,2025,7/5/2025,IPL_VEN_07,IPL_T20_KKR,IPL_T20_CSK,IPL_T20_KKR,Bat,179,6,League
IPL2025_MAT_58,2025,8/5/2025,IPL_VEN_10,IPL_T20_PBKS,IPL_T20_DC,IPL_T20_PBKS,Bat,122,1,League
IPL2025_MAT_59,2025,18-05-2025,IPL_VEN_21,IPL_T20_PBKS,IPL_T20_RR,IPL_T20_PBKS,Bat,219,5,League
IPL2025_MAT_60,2025,18-05-2025,IPL_VEN_02,IPL_T20_DC,IPL_T20_GT,IPL_T20_GT,Field,199,3,League
IPL2025_MAT_61,2025,19-05-2025,IPL_VEN_08,IPL_T20_LSG,IPL_T20_SRH,IPL_T20_SRH,Field,205,7,League
IPL2025_MAT_62,2025,20-05-2025,IPL_VEN_02,IPL_T20_CSK,IPL_T20_RR,IPL_T20_RR,Field,187,8,League
IPL2025_MAT_63,2025,21-05-2025,IPL_VEN_25,IPL_T20_MI,IPL_T20_DC,IPL_T20_DC,Field,180,5,League
IPL2025_MAT_64,2025,22-05-2025,IPL_VEN_17,IPL_T20_LSG,IPL_T20_GT,IPL_T20_GT,Field,235,2,League
IPL2025_MAT_65,2025,23-05-2025,IPL_VEN_08,IPL_T20_SRH,IPL_T20_RCB,IPL_T20_RCB,Field,231,6,League
IPL2025_MAT_66,2025,24-05-2025,IPL_VEN_21,IPL_T20_PBKS,IPL_T20_DC,IPL_T20_DC,Field,206,8,League
IPL2025_MAT_67,2025,25-05-2025,IPL_VEN_17,IPL_T20_CSK,IPL_T20_GT,IPL_T20_CSK,Bat,230,5,League
IPL2025_MAT_68,2025,25-05-2025,IPL_VEN_02,IPL_T20_SRH,IPL_T20_KKR,IPL_T20_SRH,Bat,278,3,League
IPL2025_MAT_69,2025,26-05-2025,IPL_VEN_21,IPL_T20_MI,IPL_T20_PBKS,IPL_T20_PBKS,Field,184,7,League
IPL2025_MAT_70,2025,27-05-2025,IPL_VEN_08,IPL_T20_LSG,IPL_T20_RCB,IPL_T20_RCB,Field,227,3,League
IPL2025_MAT_71,2025,29-05-2025,IPL_VEN_15,IPL_T20_PBKS,IPL_T20_RCB,IPL_T20_RCB,Field,101,10,Qualifier 1
IPL2025_MAT_72,2025,30-05-2025,IPL_VEN_15,IPL_T20_MI,IPL_T20_GT,IPL_T20_MI,Bat,228,5,Eliminator
IPL2025_MAT_73,2025,1/6/2025,IPL_VEN_17,IPL_T20_MI,IPL_T20_PBKS,IPL_T20_PBKS,Field,203,6,Qualifier 2
IPL2025_MAT_74,2025,3/6/2025,IPL_VEN_17,IPL_T20_RCB,IPL_T20_PBKS,IPL_T20_PBKS,Field,190,9,Final
IPL2026_MAT_01,2026,22-03-2026,IPL_VEN_13,IPL_T20_RCB,IPL_T20_SRH,IPL_T20_RCB,Bat,201,9,League
IPL2026_MAT_02,2026,23-03-2026,IPL_VEN_25,IPL_T20_MI,IPL_T20_KKR,IPL_T20_MI,Bat,224,4,League
IPL2026_MAT_03,2026,25-03-2026,IPL_VEN_21,IPL_T20_CSK,IPL_T20_RR,IPL_T20_RR,Field,127,10,League
IPL2026_MAT_04,2026,26-03-2026,IPL_VEN_15,IPL_T20_GT,IPL_T20_PBKS,IPL_T20_PBKS,Field,162,6,League
IPL2026_MAT_05,2026,28-03-2026,IPL_VEN_08,IPL_T20_LSG,IPL_T20_DC,IPL_T20_DC,Field,141,10,League
IPL2026_MAT_06,2026,29-03-2026,IPL_VEN_07,IPL_T20_SRH,IPL_T20_KKR,IPL_T20_SRH,Bat,226,8,League
IPL2026_MAT_07,2026,30-03-2026,IPL_VEN_14,IPL_T20_CSK,IPL_T20_PBKS,IPL_T20_CSK,Bat,209,5,League
IPL2026_MAT_08,2026,01-04-2026,IPL_VEN_02,IPL_T20_MI,IPL_T20_DC,IPL_T20_DC,Field,162,6,League
IPL2026_MAT_09,2026,02-04-2026,IPL_VEN_17,IPL_T20_GT,IPL_T20_RR,IPL_T20_GT,Bat,204,8,League
IPL2026_MAT_10,2026,04-04-2026,IPL_VEN_19,IPL_T20_SRH,IPL_T20_LSG,IPL_T20_SRH,Bat,156,9,League
IPL2026_MAT_11,2026,05-04-2026,IPL_VEN_13,IPL_T20_RCB,IPL_T20_CSK,IPL_T20_RCB,Bat,250,3,League
IPL2026_MAT_13,2026,08-04-2026,IPL_VEN_21,IPL_T20_RR,IPL_T20_MI,IPL_T20_RR,Bat,150,3,League
IPL2026_MAT_14,2026,09-04-2026,IPL_VEN_02,IPL_T20_DC,IPL_T20_GT,IPL_T20_DC,Bat,209,8,League
IPL2026_MAT_15,2026,10-04-2026,IPL_VEN_07,IPL_T20_KKR,IPL_T20_LSG,IPL_T20_KKR,Bat,181,4,League
IPL2026_MAT_16,2026,11-04-2026,IPL_VEN_21,IPL_T20_RCB,IPL_T20_RR,IPL_T20_RCB,Bat,201,8,League
IPL2026_MAT_17,2026,12-04-2026,IPL_VEN_15,IPL_T20_SRH,IPL_T20_PBKS,IPL_T20_SRH,Bat,219,6,League
IPL2026_MAT_18,2026,13-04-2026,IPL_VEN_14,IPL_T20_CSK,IPL_T20_DC,IPL_T20_CSK,Bat,212,2,League
IPL2026_MAT_19,2026,14-04-2026,IPL_VEN_08,IPL_T20_LSG,IPL_T20_GT,IPL_T20_LSG,Bat,164,8,League
IPL2026_MAT_20,2026,15-04-2026,IPL_VEN_25,IPL_T20_RCB,IPL_T20_MI,IPL_T20_RCB,Bat,240,4,League
IPL2026_MAT_21,2026,16-04-2026,IPL_VEN_19,IPL_T20_SRH,IPL_T20_RR,IPL_T20_SRH,Bat,216,6,League
IPL2026_MAT_22,2026,16-04-2026,IPL_VEN_14,IPL_T20_CSK,IPL_T20_KKR,IPL_T20_CSK,Bat,192,5,League
IPL2026_MAT_23,2026,17-04-2026,IPL_VEN_08,IPL_T20_LSG,IPL_T20_RCB,IPL_T20_LSG,Bat,146,10,League
IPL2026_MAT_24,2026,17-04-2026,IPL_VEN_25,IPL_T20_MI,IPL_T20_PBKS,IPL_T20_MI,Bat,195,6,League
